Human.associated.gene.name	Associated.Gene.Name
ACTR8	Actr8
RNU6-645P	Gm22019
SNORA44	Gm22840
RNU6-624P	Gm27995
GLIPR1L1	Glipr1l1
SNORA17	Gm25264
RANBP2	Ranbp2
KAT5	Kat5
RNU6-173P	Gm23573
SNORA44	Gm22723
RNU6-549P	Gm23167
SNORA63	Gm23679
RNU6-524P	Gm23003
ZEB2_AS1_4	Gm27645
RNU1-72P	Gm23540
PISD	AC149090.1
SNORA74	Gm23946
SNORA74B	Gm23946
ABRACL	Abracl
SNORA44	Snora44
CUTA	Cuta
ZFAND4	Zfand4
RNU6-842P	Gm25450
SNORA17	Gm24403
SNORA12	Gm24336
RNU6-1080P	Gm23113
RNU6-1126P	Gm23113
RNU6-1155P	Gm23113
RNU6-1229P	Gm23113
RNU6-430P	Gm23113
RNU6-1152P	Gm23113
RNU6-973P	Gm23113
RNU6-1246P	Gm23113
RNA5SP242	n-R5s176
RNA5SP77	n-R5s176
UBE2QL1	Ube2ql1
RNA5SP446	Gm25154
RNU11-4P	Gm25785
ADRA2A	Adra2a
SNORA38	Gm25388
SNORA17	Gm26208
MRPL36	Mrpl36
RNU6-1113P	Gm22577
RNU6-1047P	Gm22577
RNU6-726P	Gm22577
RNU6-340P	Gm22577
RNU6-320P	Gm22577
RNU6-797P	Gm22577
CETN1	Cetn1
ZEB2_AS1_1	Gm27761
SNORD17	Snord17
SAR1A	Sar1a
SNORA79	Gm24241
PCNX1	Pcnx
RNU6-656P	Gm25739
SNORD53	Snord53
RNU6-1309P	Gm24836
CCNY	Ccny
PDE6C	Pde6c
NOC2L	Noc2l
RNU6-1194P	Gm23955
LPAR2	Lpar2
RPL13	Rpl13-ps3
NUS1	Nus1
SPATS2	Spats2
RNU6-956P	Gm23423
snoU13	Snord13
SNORD116-1	Gm24711
SNORD116-8	Gm24711
SNORD116-7	Gm24711
SNORD116-3	Gm24711
SNORD116-2	Gm24711
SNORD116-9	Gm24711
SNORD116-5	Gm24711
SNORD116-6	Gm24711
SNORD116-4	Gm24711
RN7SKP14	Gm23496
SNORA40	Gm25183
RNPS1	Rnps1
RNU6-1113P	Gm24481
RNU6-1047P	Gm24481
RNU6-726P	Gm24481
RNU6-340P	Gm24481
RNU6-320P	Gm24481
RNU6-797P	Gm24481
RNU1-94P	Gm24725
RNU1-57P	Gm24725
PDHB	Pdhb
CTSG	Ctsg
TMPRSS6	Tmprss6
SNORA17	Gm24469
DDX24	Ddx24
KLHL33	Klhl33
RNASE6	Rnase6
RN7SKP67	Gm24734
MRPS16	Mrps16
SNORA51	Gm25651
NFATC4	Nfatc4
MAFA	Mafa
PPL	Ppl
MROH2B	Mroh2b
RNU6-915P	Gm22783
RALGAPA1	Ralgapa1
RN7SKP89	Gm23759
EFCAB10	Efcab10
RNU7-155P	Gm25267
GPR141	Gpr141
RNA5SP158	Gm27792
SNORA58	Gm24608
WDR27	Wdr27
LRIT2	Lrit2
RNU6-737P	Gm26143
DAOA-AS1_1	Gm27585
ATP13A1	Atp13a1
RNU6-289P	Gm22503
NOVA1	Nova1
ZNF141	Zfp72
ZNF98	Zfp72
ZNF430	Zfp72
ZNF90	Zfp72
ZNF431	Zfp72
ZNF736	Zfp72
ZNF429	Zfp72
ZNF486	Zfp72
ZNF727	Zfp72
ZNF714	Zfp72
ZNF681	Zfp72
RP11-15H20.8	Zfp72
ZNF253	Zfp72
ZNF138	Zfp72
ZNF117	Zfp72
ZNF718	Zfp72
ZNF680	Zfp72
ZNF675	Zfp72
ZNF93	Zfp72
ZNF679	Zfp72
ZNF732	Zfp72
ZNF695	Zfp72
ZNF716	Zfp72
ZNF708	Zfp72
ZNF737	Zfp72
ZNF100	Zfp72
ZNF92	Zfp72
ZNF66	Zfp72
ZNF506	Zfp72
ZNF728	Zfp72
ZNF676	Zfp72
ZNF735	Zfp72
ZNF724	Zfp72
ZNF479	Zfp72
ZNF85	Zfp72
ZNF254	Zfp72
ZNF730	Zfp72
ZNF682	Zfp72
ZNF626	Zfp72
ZNF195	Zfp72
ZNF493	Zfp72
ZNF273	Zfp72
ZNF257	Zfp72
ZNF492	Zfp72
ZNF678	Zfp72
ZNF726	Zfp72
NUP58	Nupl1
RNU6-906P	Gm22575
MPP7	Mpp7
ZFYVE21	Zfyve21
SAYSD1	Saysd1
U6	Gm24423
RNU6-589P	Gm24423
SNORA17	Gm25608
SSTR3	Sstr3
MSLNL	Mslnl
NDUFA4L2	Ndufa4l2
BORCS7-ASMT	Borcs7
BORCS7	Borcs7
SLC6A18	Slc6a18
HTR1F	Htr1f
DOCK8	Dock8
GFRA3	Gfra3
DACT2	Dact2
ADAMTS5	Adamts5
SLC25A30	Slc25a30
RNU6-606P	Gm23975
RNA5SP297	Gm24222
TOMM70	Tomm70a
RNA5SP264	Gm24217
DYDC2	Dydc2
NEAT1_3	Gm27533
Y_RNA	Gm24877
NPAS4	Npas4
FGF12	Fgf12
RNA5SP394	n-R5s182
RNA5SP469	n-R5s182
PPIA	Gm5160
RNA5SP372	Gm26213
ATP12A	Atp12a
DTNBP1	Dtnbp1
PAN2	Pan2
MED15	Med15
SS18	Ss18
SNORD37	Snord37
SKA1	Ska1
REEP3	Reep3
CEP76	Cep76
PIBF1	Pibf1
RNU4-92P	Gm26393
RNU4-50P	Gm26393
RNU4-24P	Gm26393
RNU4-10P	Gm26393
RNU4-51P	Gm26393
RNU4-12P	Gm26393
ENTHD1	Enthd1
THOC1	Thoc1
RNU6-317P	Gm25371
ADPRH	Adprh
RNU6-257P	Gm23516
RNU6-288P	Gm23516
RNU6-1204P	Gm23516
RNU6-193P	Gm25112
RN7SKP291	Gm26372
RN7SKP186	Gm26372
TIGIT	Tigit
FKBP11	Fkbp11
CDC42BPB	Cdc42bpb
SHC3	Shc3
MIPEP	Mipep
ACEA_U3	Rnu3b2
FAM83H	Fam83h
CH507-152C13.3	Cryaa
CRYAA	Cryaa
RN7SKP56	Gm22613
SNORD116-1	Gm24153
SNORD116-8	Gm24153
SNORD116-7	Gm24153
SNORD116-3	Gm24153
SNORD116-2	Gm24153
SNORD116-9	Gm24153
SNORD116-5	Gm24153
SNORD116-6	Gm24153
SNORD116-4	Gm24153
RNA5SP277	Gm23999
MCM3AP	Mcm3ap
SNORD116-1	Snord116l4
SNORD116-8	Snord116l4
SNORD116-7	Snord116l4
SNORD116-3	Snord116l4
SNORD116-2	Snord116l4
SNORD116-9	Snord116l4
SNORD116-5	Snord116l4
SNORD116-6	Snord116l4
SNORD116-4	Snord116l4
TRAPPC8	Trappc8
GFER	Gfer
SNORA17	Gm22149
ILVBL	Ilvbl
RNU6-766P	Gm24650
RNU6-371P	Gm24650
GRASP	Grasp
SLC22A17	Slc22a17
HOTAIR_3	Gm27443
ADK	Adk
ITM2B	Itm2b
SNORA63	Gm25852
SNORD55	Snord55
RPRD1A	Rprd1a
DPPA2	Dppa2
PANK1	Pank1
TFB2M	Gm1818
RNU6-858P	Gm24898
SNORA70	Gm26368
RNU4-77P	Gm23672
RNU6-1103P	Gm26207
RNU1-46P	Gm25260
SLC25A46	Slc25a46
RNU6-587P	Gm22509
ARHGAP5	Arhgap5
SNORD14B	Snord14a
SNORD14	Snord14a
RNU4-29P	Gm25176
PHF20L1	Phf20l1
RNA5SP35	Gm24238
RN7SKP136	Gm25292
CCL19	CR974586.3
GLDC	Gldc
RN7SKP11	Gm24990
RNU6-1071P	Gm24765
RNU6-1171P	Gm24765
RNU6-465P	Gm24765
PTPDC1	Ptpdc1
LRRC20	Lrrc20
NXPE3	Nxpe3
AMMECR1L	Ammecr1l
CFL2	Cfl2
TTBK1	Ttbk1
FAM208A	Fam208a
PROC	Proc
TGDS	Tgds
MTRR	Mtrr
SNORA4	Gm24500
CFD	Cfd
RN7SKP43	Gm23829
ODF3B	Odf3b
TRMT5	Trmt5
RNU6-1015P	Gm23461
RNU6-864P	Gm23461
MRPL32	Mrpl32
TARS	Tars
SNORD116-1	Gm25350
SNORD116-8	Gm25350
SNORD116-7	Gm25350
SNORD116-3	Gm25350
SNORD116-2	Gm25350
SNORD116-9	Gm25350
SNORD116-5	Gm25350
SNORD116-6	Gm25350
SNORD116-4	Gm25350
SNORD38A	Snord38a
PRKAA1	Prkaa1
CLYBL	Clybl
BRD9	Brd9
RNU6-47P	Gm24708
RNU1-33P	Gm25513
RNA5SP470	n-R5s192
POT1	Pot1b
S100Z	S100z
SNORD70	Gm26293
MOB3A	Mob3a
RNF14	Rnf14
RNASE3	Rnase2a
RNASE2	Rnase2a
NACA2	Naca
SLC15A1	Slc15a1
SNORA71C	Gm22684
TMEM174	Tmem174
TMEM217	Tmem217
SNORD34	Snord34
SNORA19	Gm26158
PYROXD2	Pyroxd2
PCNT	Pcnt
KHSRP	Khsrp
SEPT5	Sept5
CPQ	Cpq
RNU6-507P	Gm24569
U6	Gm24569
TUBB2A	Tubb2a
IPO5	Ipo5
NUP155	Nup155
RNU6-1201P	Gm22057
RNU6-1251P	Gm24144
PRELID1	Prelid1
CYP2D7	Cyp2d9
CYP2D6	Cyp2d9
WT1-AS_3	Gm27308
GRAMD3	Gramd3
RNU7-155P	Gm23352
FAM172A	Fam172a
SCARNA4	Gm23370
SCARNA15	Gm23370
SNORA26	Gm24233
C1QL4	C1ql4
RNU7-155P	Gm22841
ZDHHC11	Zdhhc11
ZDHHC11B	Zdhhc11
RN7SKP158	Gm24062
SAMM50	Samm50
SNORD113	AF357425
DAPK3	Dapk3
SNORD107	Snord107
EVL	Evl
RN7SKP268	Gm22667
VPS13B	Vps13b
TMEM139	Tmem139
AP3D1	Ap3d1
SNORA2	Gm22704
RNU1-87P	Gm24692
CFAP58	Cfap58
MDM1	Mdm1
U1	Gm23928
RNU1-20P	Gm23928
RNU1-100P	Gm23928
RNU1-59P	Gm23928
SMAGP	Smagp
SNORA26	Gm23593
LARP4	Larp4
SP100	AC168977.2
RNU4ATAC	Gm22710
Y_RNA	Gm24629
RNY4P20	Gm24629
RNY4P27	Gm24629
SAP130	Sap130
TAF5	Taf5
MATN2	Matn2
GS1-393G12.13	Fbxl6
FBXL6	Fbxl6
RPL27	Rpl27-ps3
DENND6B	Dennd6b
RNA5SP74	n-R5s1
INS	Ins1
ENO1	Eno1b
RNU6-974P	Gm22364
CALHM3	Calhm3
CCL28	Ccl28
ANGPT1	Angpt1
C2orf16	4932415D10Rik
SNRPA	Gm5145
U3	Rnu3b2
FAM83F	Fam83f
SNORD1A	Snord1a
SNORA57	Snora57
CTD-3105H18.18	Gm10479
CTD-2006C1.10	Gm10479
ZNF625-ZNF20	Gm10479
CTD-3105H18.14	Gm10479
FGF22	Fgf22
UTP20	Utp20
SCARNA22	Gm22728
DNAJB9	Dnajb9
ACEA_U3	Rnu3b4
KRT8	Krt8
SNORD29	Gm24633
GPR132	Gpr132
RNA5SP371	Gm25621
HAR1A	Gm22842
LSM7	Lsm7
CACNB3	Cacnb3
RNU6-1167P	Gm22708
RNU6-164P	Gm22708
RNU6-1110P	Gm27385
SNORA9	Gm25800
NTS	Nts
SNORD116-1	Snord116l2
SNORD116-8	Snord116l2
SNORD116-7	Snord116l2
SNORD116-3	Snord116l2
SNORD116-2	Snord116l2
SNORD116-9	Snord116l2
SNORD116-5	Snord116l2
SNORD116-6	Snord116l2
SNORD116-4	Snord116l2
SOD1	Sod1
TBC1D23	Tbc1d23
DCN	Dcn
SNORA3	Gm24698
CTD-3105H18.18	9030624G23Rik
CTD-2006C1.10	9030624G23Rik
ZNF625-ZNF20	9030624G23Rik
CTD-3105H18.14	9030624G23Rik
PRKAG1	Prkag1
Y_RNA	Gm23466
KIF21A	Kif21a
SNORA17	Snora17
RBFOX1	Rbfox1
RNU6-390P	Gm23241
SRD5A2	Srd5a2
TTC28-AS1_1	Gm27680
RP11-195F19.5	AC087559.2
SNORA50C	Gm22711
SNORA76	Gm22711
RNU6-916P	Gm22950
TSSK2	Tssk2
HPCAL1	Hpcal1
SNORD121B	Gm22888
PEBP4	Pebp4
ARSB	Arsb
SNORD116-1	Gm26433
SNORD116-8	Gm26433
SNORD116-7	Gm26433
SNORD116-3	Gm26433
SNORD116-2	Gm26433
SNORD116-9	Gm26433
SNORD116-5	Gm26433
SNORD116-6	Gm26433
SNORD116-4	Gm26433
SGPP1	Sgpp1
RNU6-1186P	Gm23066
RNU7-155P	Gm27964
RNU6-32P	Gm25484
KRT6A	Krt6b
KRT6C	Krt6b
KRT6B	Krt6b
PAQR4	Paqr4
AHSA1	Ahsa1
EIF3E	Eif3e
RNU6-155P	Gm23691
RNU6-1196P	Gm23691
RNU6-1144P	Gm23691
RNU6-1214P	Gm23691
KRT4	Krt4
FOXA1	Foxa1
CACTIN	Cactin
LRIG3	Lrig3
RNA5SP213	n-R5s94
RNA5SP147	n-R5s94
ZNF280B	Zfp280b
RNU6-861P	Gm25444
RNU6-249P	Gm26101
RNU6-295P	Gm26101
RNU6-692P	Gm22297
RNU6-487P	Gm22297
PGGT1B	Pggt1b
mascRNA-menRNA	Gm27702
CLEC2L	Clec2l
RNU6-40P	Gm22633
SNORD116-1	Gm25157
SNORD116-8	Gm25157
SNORD116-7	Gm25157
SNORD116-3	Gm25157
SNORD116-2	Gm25157
SNORD116-9	Gm25157
SNORD116-5	Gm25157
SNORD116-6	Gm25157
SNORD116-4	Gm25157
RNU6-907P	Gm26412
KRT78	Krt78
INHBA	Inhba
RNU6-1313P	Gm26000
NAA40	Naa40
MB	Mb
RNU6-66P	Gm26360
RNU6-992P	Gm26360
RNA5SP27	n-R5s74
ELOVL7	Elovl7
SOSTDC1	Sostdc1
SOX2OT_exon4	Gm27611
COG3	Cog3
MCRIP2	Fam195a
SNORA75	Gm22972
RNU6-139P	Gm27942
SLC5A8	Slc5a8
TTC5	Ttc5
MMP19	Mmp19
RNU6-187P	Gm23678
SLC5A4	Slc5a4a
RAB3C	Rab3c
EMILIN2	Emilin2
SNORA36A	Gm26225
SNORA36C	Gm26225
SNORA36	Gm26225
RNA5SP130	n-R5s25
ZBTB3	Zbtb3
RNU6-133P	Gm24921
SLC6A15	Slc6a15
HACD2	Hacd2
U6	Gm25268
RNU6-280P	Gm25552
RNA5SP174	n-R5s101
5S_rRNA	n-R5s101
EPAS1	Epas1
RNU1-93P	Gm23765
uc_338	Gm27980
SNORA17	Gm23703
RN7SKP60	Gm26321
ZADH2	Zadh2
HARS	Hars
ATG2B	Atg2b
SNORA54	Gm23297
EPDR1	Epdr1
PLD4	Pld4
RNA5S3	n-R5s138
DHRS7	Dhrs7
SNORD73B	Rnu73b
RNU6-1265P	Gm22148
RNU6-729P	Gm25671
RNU6-477P	Gm25671
RNU6-446P	Gm25671
RNU6-163P	Gm25671
RNU6-187P	Gm23819
Y_RNA	Gm26456
SOX2OT_exon1	Gm27403
DHRS4L2	Dhrs4
DHRS4	Dhrs4
PCK2	Pck2
SNORD45A	Gm24494
RPL7L1	Rpl7l1
MEG3_2	Gm27335
RNU1-134P	Gm26290
RNU1-141P	Gm26290
RNU1-89P	Gm26290
PNPLA5	Pnpla5
RNU6-609P	Gm24268
RNU6-359P	Gm24268
RNU6-407P	Gm24268
RNU6-252P	Gm24268
RNA5SP328	n-R5s204
RNA5SP194	n-R5s204
RNA5SP67	n-R5s204
5S_rRNA	n-R5s204
RNA5SP93	n-R5s204
COQ10A	Coq10a
KCNH5	Kcnh5
SNORD15B	Snord15b
RNU7-155P	Gm25602
RNU6-652P	Gm23170
Six3os1_4	Gm27283
PPP1R13B	Ppp1r13b
ARRDC5	Arrdc5
RNA5SP43	n-R5s84
RNA5SP168	n-R5s84
CCDC87	Ccdc87
pRNA	Gm27679
RMST_8	Gm27608
GFOD1	Gfod1
Mico1	Gm27528
LALBA	Lalba
CCL21	Ccl21c
RAB24	Rab24
SNORD5	Gm24299
PPM1B	Ppm1b
RNU6-272P	Gm25622
RNU6-668P	Gm25622
RNU6-1168P	Gm25622
Six3os1_6	Gm27502
MAPK12	Mapk12
IL9	Il9
CMSS1	Cmss1
VSNL1	Vsnl1
SNORA19	Snora19
DCTN2	Dctn2
SNORA19	Gm22729
SMARCC2	Smarcc2
RN7SKP252	Gm24290
TIAM2	Tiam2
RNU6-428P	Gm25518
SLITRK6	Slitrk6
REEP4	Reep4
SNORA53	Gm24119
SCFD1	Scfd1
SNORD54	Gm24016
KRT84	Krt84
TBC1D7	Tbc1d7
MEFV	Mefv
CEP72	Cep72
DDX21	Ddx21
RNF126	Rnf126
GRXCR2	Grxcr2
RNU11	Rnu11
SEC14L5	Sec14l5
RNU1-33P	Gm24977
LSMEM1	Lsmem1
TRAPPC6B	Trappc6b
PLEKHS1	Plekhs1
LAPTM4B	Laptm4b
SNORD118	Snord118
RP11-977G19.10	Cnpy2
CNPY2	Cnpy2
CD2AP	Cd2ap
SCARNA16	Gm26083
B4GALNT1	B4galnt1
PTAR1	Ptar1
AMIGO2	Amigo2
CALML5	Calm4
ZNF521	Zfp521
GNPNAT1	Gnpnat1
ATP2B1	Atp2b1
FAS-AS1	Gm27818
HPS6	Hps6
CCDC184	Ccdc184
VGLL3	Vgll3
TREML2	Treml2
ZNF781	Gm3055
KCNK18	Kcnk18
IPPK	Ippk
THBS2	Thbs2
ACTA2	Acta2
KRTAP13-3	Krtap13
REXO1	Gm7104
SNORD96B	Snord96a
SNORD96A	Snord96a
PIP4K2C	Pip4k2c
ADM2	Adm2
SNX2	Snx2
ZNRD1-AS1_2	Gm27735
LARS	Lars
CEP192	Cep192
FAM205A	CR974586.1
RPL13A	Rpl13a-ps1
SRBD1	Srbd1
CSNK1G2	Csnk1g2
KBTBD7	Kbtbd7
MAMDC2	Mamdc2
C11orf24	1810055G02Rik
RNA5SP66	Gm25551
RNA5SP179	Gm25551
DGKA	Dgka
SHD	Shd
BTG3	Gm7334
GPR180	Gpr180
NOC3L	Noc3l
BANF1	Banf1
RNU6-999P	Gm23242
RNU6-698P	Gm23058
C10orf128	1810011H11Rik
SNORD113	Gm25224
SNORD114-18	Gm25224
DUPD1	Dupd1
C16orf91	BC003965
SNORA75	Gm22338
NOL7	Nol7
RNA5SP128	n-R5s61
CDH24	Cdh24
TSPAN14	Tspan14
SNORA13	Gm26311
RNU6-679P	Gm25023
KLF6	Klf6
RNU6-456P	Gm24254
PPP1CA	Ppp1ca
RPS24	Rps24
MAX	Max
SH3GL1	Sh3gl1
RNU6-817P	Gm23625
RNU6-146P	Gm23625
RNU6-322P	Gm23625
RNU6-941P	Gm23625
SP110	AC132444.3
AC009950.1	AC132444.3
SNORA31	Gm25011
SFXN2	Sfxn2
RNU6-77P	Gm25563
FETUB	Fetub
NALCN	Nalcn
SORBS1	Sorbs1
PSMC6	Psmc6
CNTNAP5	Cntnap5c
LPIN1	Lpin1
CRYL1	Cryl1
ELP2	Elp2
SNORA16A	Snora16a
RNU6-377P	Gm24919
RNU7-155P	Gm28020
FAM173A	Fam173a
RIN1	Rin1
CNIH2	Cnih2
PART1_2	Gm27572
RN7SKP83	Gm23885
SNORD116-1	Gm26188
SNORD116-8	Gm26188
SNORD116-7	Gm26188
SNORD116-3	Gm26188
SNORD116-2	Gm26188
SNORD116-9	Gm26188
SNORD116-5	Gm26188
SNORD116-6	Gm26188
SNORD116-4	Gm26188
RNU6-697P	Gm25713
RNA5SP449	Gm23289
PLN	Pln
SNORD75	Gm22489
MRPL57	Mrpl57
FAM162B	Fam162b
RNU6-1313P	Gm24392
SFR1	Sfr1
RNU1-93P	Gm22940
ZNRD1-AS1_2	Gm27263
RNU5A-1	Gm22365
JAK2	Jak2
RNA5SP62	n-R5s187
RNA5SP38	n-R5s187
RN7SKP19	Gm22538
MIEF1	Mief1
RNA5SP487	Gm23279
SNORA3A	Snora3
RNU12-2P	Gm23502
MBD1	Mbd1
F2RL1	F2rl1
EEF2	Eef2
U3	Gm24826
RNU6-462P	Gm24226
EML5	Eml5
SNORD32B	Snord32a
SNORD32A	Snord32a
C5orf49	1700001L19Rik
SMAD5-AS1_1	Gm27698
SERPINE3	Serpine3
SNORD116-1	Gm25615
SNORD116-8	Gm25615
SNORD116-7	Gm25615
SNORD116-3	Gm25615
SNORD116-2	Gm25615
SNORD116-9	Gm25615
SNORD116-5	Gm25615
SNORD116-6	Gm25615
SNORD116-4	Gm25615
SNORD32B	Gm26252
SNORD32A	Gm26252
SCAF11	Scaf11
ZNF347	Zfp712
ZNF841	Zfp712
ZNF616	Zfp712
PPWD1	Ppwd1
RNU6-209P	Gm26017
TNFRSF13C	Tnfrsf13c
HAPLN1	Hapln1
SNORA17	Gm24792
PCBP2	Pcbp2
RNU1-70P	Gm24624
USP25	Usp25
RABGGTA	Rabggta
RNU6-707P	Gm24546
CMYA5	Cmya5
FAM186B	Fam186b
NDUFA6	Ndufa6
U3	Gm22865
RPS28	Gm10263
SNORA2	Gm24166
RNU6-1251P	Gm22623
FEZF2	Fezf2
RNU6-939P	Gm26327
SNORD84	Gm22589
BBS10	Bbs10
HTR2A	Htr2a
RNU7-155P	Gm26409
pRNA	Gm27940
RN7SKP9	Gm25433
SNORA4	Gm25582
RNA5SP501	Gm22562
ISCA2	Isca2
ZNRD1-AS1_2	Gm27884
SNORD116-1	Gm24264
SNORD116-8	Gm24264
SNORD116-7	Gm24264
SNORD116-3	Gm24264
SNORD116-2	Gm24264
SNORD116-9	Gm24264
SNORD116-5	Gm24264
SNORD116-6	Gm24264
SNORD116-4	Gm24264
TBCA	Tbca
HAS1	Has1
RNA5SP82	Gm23114
GAL3ST3	Gal3st3
SNORA55	Gm24620
FAS	Fas
A4GALT	A4galt
ZNF598	Zfp598
SNORA65	Gm22807
GAPT	Gapt
RNU6-855P	Gm26468
SLC30A10	Slc30a10
RNU6-994P	Gm22084
RNU1-52P	Gm24621
PRSS22	Prss22
KCNQ1OT1_3	Gm27803
FAM118A	Fam118a
RNU1-93P	Gm24526
Six3os1_3	Gm27610
RNU1-54P	Gm23467
CDC42EP2	Cdc42ep2
DDN	Ddn
SNORA3	Gm24888
SNORA3B	Gm24888
GLYATL3	Glyatl3
GALC	Galc
HMGCS1	Hmgcs1
KCNQ1OT1_2	Gm27389
TERT	Tert
TXNRD1	Txnrd1
Hammerhead_HH9	Gm27265
RNU6-707P	Gm23318
TMEM41A	Tmem41a
HNRNPCL3	Hnrnpc
HNRNPCL2	Hnrnpc
HNRNPC	Hnrnpc
HNRNPCL1	Hnrnpc
HNRNPCL4	Hnrnpc
SNORD113	Gm23474
PACSIN2	Pacsin2
SNORD99	Snord99
KRT86	Krt81
KRT81	Krt81
KRT83	Krt81
SNORD116-1	Gm22047
SNORD116-8	Gm22047
SNORD116-7	Gm22047
SNORD116-3	Gm22047
SNORD116-2	Gm22047
SNORD116-9	Gm22047
SNORD116-5	Gm22047
SNORD116-6	Gm22047
SNORD116-4	Gm22047
RNU6-317P	Gm22578
KIF3C	Kif3c
FAHD1	Fahd1
RN7SKP157	Gm22492
CPN2	Cpn2
SNORA25	Gm23584
ZNF277	Zfp277
RNA5SP515	n-R5s166
PLCB3	Plcb3
SNORA25	Gm24539
RETNLB	Retnla
SCARNA14	Gm22433
AHSG	Ahsg
RYR2	Ryr2
POMC	Pomc
RRP1	Rrp1
RNU6-655P	Gm26328
SNORA74	Mir1949
PCBD1	Pcbd1
RNU6-1005P	Gm22808
RNU6-548P	Gm22808
HOXA11-AS1_1	Gm28032
RNA5SP475	n-R5s43
YPEL5	Ypel5
ACTR1A	Actr1a
RNU6-1308P	Gm23570
RNU6-263P	Gm25633
FERD3L	Ferd3l
WT1-AS_8	Gm27715
RNU6-285P	Gm22686
RNU6-1271P	Gm22686
RNU6-268P	Gm22686
RNU6-1059P	Gm22686
RNU6-369P	Gm22686
RNU7-155P	Gm24512
RNU6-820P	Gm22542
RPL8	Rpl8
FAIM2	Faim2
CCL19	CR974586.5
RNU1-134P	Gm25914
RNU1-141P	Gm25914
RNU1-89P	Gm25914
RNU6-507P	Gm24801
U6	Gm24801
TSC2	Tsc2
ATP6V1E2	Atp6v1e2
RNU7-155P	Gm24390
RNU6-1140P	Gm25805
CCDC152	Ccdc152
HSPA12A	Hspa12a
SNORA4	Gm26495
PDIA5	Pdia5
PLAU	Plau
RNU1-17P	Gm26150
RNU6-786P	Gm22602
TMEM178A	Tmem178
RNU6-1313P	Gm24667
AC025263.3	Rab3ip
SNORD27	Gm24452
CSRNP2	Csrnp2
INTS6	Ints6
BTBD6	Btbd6
VIT	Vit
CCDC177	Ccdc177
RNA5SP322	Gm25358
LYST	Lyst
RNU6-414P	Gm25080
AQP6	Aqp6
AKAIN1	Akain1
RNU6-283P	Gm23452
HBEGF	Hbegf
SNORD116-1	Gm25210
SNORD116-8	Gm25210
SNORD116-7	Gm25210
SNORD116-3	Gm25210
SNORD116-2	Gm25210
SNORD116-9	Gm25210
SNORD116-5	Gm25210
SNORD116-6	Gm25210
SNORD116-4	Gm25210
ATL1	Atl1
RNU6-729P	Gm23307
RNU6-477P	Gm23307
RNU6-446P	Gm23307
RNU6-163P	Gm23307
SNORA2B	Gm22299
RNU6-507P	Gm22263
U6	Gm22263
DLEU2_5	Gm27747
GOPC	Gopc
RP1-179P9.3	Gopc
DYNC2LI1	Dync2li1
CH17-296N19.1	Cntnap3
CNTNAP3B	Cntnap3
CNTNAP3	Cntnap3
RNU6-786P	Gm24499
RNA5SP345	n-R5s48
RNA5SP239	n-R5s48
RNA5SP373	n-R5s48
RNA5SP261	n-R5s48
RNA5SP331	n-R5s48
RNU6-717P	Gm26034
SNORA17A	Gm23604
SNORA9	Gm24438
RNU7-155P	Gm25010
RNU7-155P	Gm27635
SCARNA4	Gm22897
UHRF1BP1L	Uhrf1bp1l
KRT80	Krt80
U6	Gm23296
ZNF213	Zfp213
RN7SL87P	Gm24514
HEATR1	Heatr1
SNORA17	Gm26082
RNU6-206P	Gm25672
RNU1-93P	Gm25556
SNORD63	Gm22200
TCL1B	Tcl1b1
RNU6-336P	Gm25493
EGR3	Egr3
BEST3	Best3
ADAM2	Adam2
SNORD20	Gm24148
ACEA_U3	Rnu3b3
FAM170A	Fam170a
RNA5SP505	n-R5s12
LYL1	Lyl1
SCD	Scd3
MYL6B	Myl6b
RNU1-73P	Gm24626
RNU7-155P	Gm27851
SFXN1	Sfxn1
RN7SKP66	Gm23020
FAM110C	Fam110c
CTIF	Ctif
SCARNA4	Gm25820
FAM149B1	Fam149b
RNU6-916P	Gm24382
KERA	Kera
SNORA17	Gm25668
LYSMD3	Lysmd3
CDKL4	Cdkl4
NEUROG1	Neurog1
ZDHHC22	Zdhhc22
MEIOB	Meiob
SLC22A8	Slc22a8
RPS19BP1	Rps19bp1
RNU1-16P	Gm23485
SNORA44	Gm22341
SLC35E3	Slc35e3
KLHDC3	Klhdc3
7SK	Rn7sk
RNU6-804P	Gm24754
PTCD2	Ptcd2
RNU6-1107P	Gm25684
FTX_2	Gm27987
GSDMD	Gsdmd
ABHD6	Abhd6
IRF2BPL	Irf2bpl
SNORD2	Snord2
SCARNA1	Gm22767
KLHL17	Klhl17
COX14	Cox14
RNU7-155P	Gm26151
RNU6-1067P	Gm23559
GCNT4	Gcnt4
NFKB2	Nfkb2
ST7-OT4_3	Gm27542
TXNL1	Txnl1
VWCE	Vwce
PPP3CC	Ppp3cc
RNA5SP268	n-R5s45
DPP3	Dpp3
RNA5SP426	n-R5s161
DUS4L	Dus4l
GDNF	Gdnf
RNA5SP380	n-R5s18
RNA5SP307	n-R5s18
SUSD2	Susd2
snoZ196	Gm26457
MRFAP1L1	Gm5814
MRFAP1	Gm5814
FGF17	Fgf17
ULBP1	Ulbp1
RAET1L	Ulbp1
ULBP3	Ulbp1
RAET1G	Ulbp1
ULBP2	Ulbp1
TMEM138	Tmem138
RNU6ATAC14P	Gm22534
Y_RNA	Gm25586
C14orf93	4931414P19Rik
TRIM8	Trim8
